"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"17.08.2021","117.904","119.179","119.179","116.248","11,22M","-1,07%"
"16.08.2021","119.180","121.191","121.191","118.684","9,74M","-1,66%"
"13.08.2021","121.194","120.701","121.275","120.045","10,64M","0,41%"
"12.08.2021","120.701","122.056","122.095","120.534","11,07M","-1,11%"
"11.08.2021","122.056","122.203","122.756","120.827","8,69M","-0,12%"
"10.08.2021","122.202","123.021","123.513","122.061","8,30M","-0,66%"
"09.08.2021","123.019","122.809","123.597","122.258","7,17M","0,17%"
"06.08.2021","122.810","121.633","123.287","121.568","7,50M","0,97%"
"05.08.2021","121.633","121.801","123.541","121.128","10,91M","-0,14%"
"04.08.2021","121.801","123.577","123.587","121.072","9,16M","-1,44%"
"03.08.2021","123.577","122.516","123.765","120.807","9,39M","0,87%"
"02.08.2021","122.516","121.803","124.536","121.797","8,57M","0,59%"
"30.07.2021","121.801","125.672","125.673","121.748","9,40M","-3,08%"
"29.07.2021","125.675","126.285","126.476","124.917","7,49M","-0,48%"
"28.07.2021","126.286","124.615","126.712","124.542","9,04M","1,34%"
"27.07.2021","124.612","126.004","126.026","123.670","7,31M","-1,10%"
"26.07.2021","126.004","125.058","126.214","125.006","6,33M","0,76%"
"23.07.2021","125.053","126.140","126.204","124.422","6,05M","-0,87%"
"22.07.2021","126.147","125.930","126.428","125.416","6,48M","0,17%"
"21.07.2021","125.929","125.404","126.112","125.247","7,15M","0,42%"
"20.07.2021","125.401","124.395","125.631","123.631","7,63M","0,81%"
"19.07.2021","124.395","125.958","125.958","123.317","9,21M","-1,24%"
"16.07.2021","125.960","127.468","128.010","125.808","7,36M","-1,18%"
"15.07.2021","127.468","128.407","128.976","126.922","7,42M","-0,73%"
"14.07.2021","128.407","128.169","129.620","128.085","9,21M","0,19%"
"13.07.2021","128.168","127.594","128.420","126.441","7,15M","0,45%"
"12.07.2021","127.594","125.428","127.782","125.428","7,42M","1,73%"
"08.07.2021","125.428","127.013","127.013","124.310","8,88M","-1,25%"
"07.07.2021","127.019","125.096","127.249","125.094","8,15M","1,54%"
"06.07.2021","125.095","126.919","126.919","124.866","7,65M","-1,44%"
"05.07.2021","126.920","127.622","127.633","126.531","5,26M","-0,55%"
"02.07.2021","127.622","125.667","127.672","125.667","7,43M","1,56%"
"01.07.2021","125.666","126.802","127.204","124.994","9,29M","-0,90%"
"30.06.2021","126.802","127.323","127.323","126.199","9,10M","-0,41%"
"29.06.2021","127.327","127.429","127.507","126.184","7,78M","-0,08%"
"28.06.2021","127.429","127.255","128.067","126.629","8,16M","0,14%"
"25.06.2021","127.256","129.513","129.748","126.697","9,36M","-1,74%"
"24.06.2021","129.514","128.433","129.541","128.428","7,24M","0,85%"
"23.06.2021","128.428","128.769","129.901","128.182","7,99M","-0,26%"
"22.06.2021","128.767","129.242","129.259","127.803","9,33M","-0,38%"
"21.06.2021","129.265","128.405","129.412","128.048","7,33M","0,67%"
"18.06.2021","128.405","128.050","128.796","127.595","12,43M","0,27%"
"17.06.2021","128.057","129.259","129.919","127.576","9,66M","-0,93%"
"16.06.2021","129.259","130.091","130.283","128.345","12,88M","-0,64%"
"15.06.2021","130.091","130.208","130.436","129.304","7,21M","-0,09%"
"14.06.2021","130.208","129.441","131.084","129.441","8,16M","0,59%"
"11.06.2021","129.441","130.076","130.294","128.678","7,75M","-0,49%"
"10.06.2021","130.076","129.911","130.527","129.526","8,53M","0,13%"
"09.06.2021","129.907","129.800","130.882","129.281","9,84M","0,09%"
"08.06.2021","129.787","130.776","130.776","129.230","10,35M","-0,76%"
"07.06.2021","130.776","130.125","131.190","129.498","9,66M","0,50%"
"04.06.2021","130.126","129.600","130.137","129.148","9,81M","0,40%"
"02.06.2021","129.601","128.268","129.601","128.167","12,78M","1,04%"
"01.06.2021","128.267","126.218","128.363","126.218","12,50M","1,63%"
"31.05.2021","126.216","125.561","126.216","125.540","5,95M","0,52%"
"28.05.2021","125.561","124.367","125.698","124.284","8,85M","0,96%"
"27.05.2021","124.367","123.989","124.537","123.470","13,14M","0,30%"
"26.05.2021","123.989","122.988","124.256","122.988","8,26M","0,81%"
"25.05.2021","122.988","124.032","124.696","122.701","8,91M","-0,84%"
"24.05.2021","124.032","122.592","124.167","122.526","8,19M","1,17%"
"21.05.2021","122.592","122.701","122.799","121.760","9,49M","-0,09%"
"20.05.2021","122.701","122.636","122.734","122.136","7,91M","0,05%"
"19.05.2021","122.636","122.976","123.013","121.595","8,83M","-0,28%"
"18.05.2021","122.980","122.937","123.544","122.550","7,84M","0,03%"
"17.05.2021","122.938","121.880","123.074","121.680","7,41M","0,87%"
"14.05.2021","121.881","120.719","122.195","120.719","10,14M","0,97%"
"13.05.2021","120.706","119.711","121.426","119.711","9,36M","0,83%"
"12.05.2021","119.710","122.964","122.964","119.458","9,41M","-2,65%"
"11.05.2021","122.964","121.904","122.964","120.145","7,99M","0,87%"
"10.05.2021","121.909","122.038","122.772","121.795","8,22M","-0,11%"
"07.05.2021","122.038","119.922","122.038","119.922","8,87M","1,77%"
"06.05.2021","119.921","119.577","119.966","119.071","8,78M","0,30%"
"05.05.2021","119.564","117.725","119.734","117.725","9,06M","1,57%"
"04.05.2021","117.712","119.209","119.293","117.631","8,77M","-1,26%"
"03.05.2021","119.209","118.951","119.904","118.528","8,89M","0,27%"
"30.04.2021","118.894","120.064","120.125","118.894","11,09M","-0,98%"
"29.04.2021","120.066","121.053","121.498","119.703","8,50M","-0,82%"
"28.04.2021","121.053","119.392","121.276","119.392","9,08M","1,39%"
"27.04.2021","119.388","120.595","121.012","119.003","8,36M","-1,00%"
"26.04.2021","120.595","120.534","121.393","119.860","7,10M","0,05%"
"23.04.2021","120.530","119.372","120.815","119.372","7,62M","0,97%"
"22.04.2021","119.371","120.064","120.995","119.203","8,60M","-0,58%"
"20.04.2021","120.062","120.925","121.354","119.841","7,81M","-0,72%"
"19.04.2021","120.934","121.116","121.974","120.682","10,03M","-0,15%"
"16.04.2021","121.114","120.701","121.333","120.199","7,95M","0,34%"
"15.04.2021","120.701","120.290","121.409","120.084","7,95M","0,34%"
"14.04.2021","120.295","119.298","120.871","119.298","10,08M","0,84%"
"13.04.2021","119.297","118.809","119.529","118.041","8,98M","0,41%"
"12.04.2021","118.812","117.661","118.812","117.661","7,00M","0,97%"
"09.04.2021","117.670","118.313","118.643","117.336","7,74M","-0,54%"
"08.04.2021","118.313","117.624","118.850","117.486","8,78M","0,59%"
"07.04.2021","117.624","117.499","118.303","116.748","8,54M","0,11%"
"06.04.2021","117.499","117.519","118.213","117.176","6,80M","-0,02%"
"05.04.2021","117.518","115.262","117.668","115.262","7,25M","1,97%"
"01.04.2021","115.253","116.644","117.088","114.991","8,02M","-1,18%"
"31.03.2021","116.634","116.850","117.249","115.932","10,66M","-0,18%"
"30.03.2021","116.850","115.414","117.090","114.999","8,14M","1,24%"
"29.03.2021","115.419","114.776","115.553","114.096","7,46M","0,56%"
"26.03.2021","114.781","113.750","115.416","113.305","8,66M","0,91%"
"25.03.2021","113.750","112.065","114.024","110.927","10,31M","1,50%"
"24.03.2021","112.064","113.272","114.823","112.064","9,83M","-1,06%"
"23.03.2021","113.262","114.977","115.599","113.062","8,30M","-1,49%"
"22.03.2021","114.979","116.222","116.225","113.620","8,16M","-1,07%"
"19.03.2021","116.222","114.837","116.446","114.610","12,34M","1,21%"
"18.03.2021","114.835","116.549","116.751","114.302","9,92M","-1,47%"
"17.03.2021","116.549","114.018","116.736","113.428","9,43M","2,22%"
"16.03.2021","114.019","114.845","114.974","113.370","7,80M","-0,72%"
"15.03.2021","114.851","114.093","114.903","113.635","8,22M","0,60%"
"12.03.2021","114.160","114.984","114.984","113.253","8,11M","-0,72%"
"11.03.2021","114.984","112.782","115.127","112.776","12,09M","1,96%"
"10.03.2021","112.776","111.331","112.928","109.999","12,51M","1,30%"
"09.03.2021","111.331","110.611","112.525","109.343","12,14M","0,65%"
"08.03.2021","110.612","115.202","115.202","110.268","13,70M","-3,98%"
"05.03.2021","115.202","112.690","115.504","112.504","13,25M","2,23%"
"04.03.2021","112.690","111.191","114.433","111.163","14,22M","1,35%"
"03.03.2021","111.184","111.529","112.398","107.466","15,14M","-0,32%"
"02.03.2021","111.540","110.328","112.428","107.319","14,82M","1,09%"
"01.03.2021","110.335","110.036","112.445","110.036","11,24M","0,27%"
"26.02.2021","110.035","112.260","113.466","109.827","14,62M","-1,98%"
"25.02.2021","112.256","115.668","116.506","111.764","12,47M","-2,95%"
"24.02.2021","115.668","115.229","116.208","114.668","11,40M","0,38%"
"23.02.2021","115.227","112.676","115.380","112.667","15,17M","2,27%"
"22.02.2021","112.668","118.388","118.388","111.650","21,77M","-4,87%"
"19.02.2021","118.431","119.199","119.250","117.867","10,40M","-0,64%"
"18.02.2021","119.199","120.361","120.845","118.515","10,72M","-0,96%"
"17.02.2021","120.356","119.421","120.597","118.880","8,33M","0,78%"
"12.02.2021","119.429","119.300","119.763","118.163","7,66M","0,11%"
"11.02.2021","119.300","118.440","120.283","118.440","7,57M","0,73%"
"10.02.2021","118.435","119.472","119.738","117.970","8,64M","-0,87%"
"09.02.2021","119.472","119.696","119.975","118.246","7,91M","-0,19%"
"08.02.2021","119.696","120.239","120.844","119.140","8,62M","-0,45%"
"05.02.2021","120.240","119.261","121.117","119.261","8,21M","0,82%"
"04.02.2021","119.261","119.728","120.560","118.918","8,10M","-0,39%"
"03.02.2021","119.725","118.235","120.210","118.234","8,70M","1,26%"
"02.02.2021","118.234","117.520","119.805","117.519","11,63M","0,61%"
"01.02.2021","117.518","115.093","117.862","115.093","8,72M","2,13%"
"29.01.2021","115.068","118.880","118.880","114.973","10,97M","-3,21%"
"28.01.2021","118.883","115.882","119.355","115.734","12,07M","2,59%"
"27.01.2021","115.882","116.463","117.840","114.887","12,38M","-0,50%"
"26.01.2021","116.464","117.381","119.167","116.109","10,68M","-0,78%"
"22.01.2021","117.380","118.318","118.318","116.109","9,37M","-0,80%"
"21.01.2021","118.329","119.628","120.243","117.785","8,57M","-1,10%"
"20.01.2021","119.646","120.645","121.449","118.740","7,95M","-0,82%"
"19.01.2021","120.636","121.250","122.120","119.257","7,89M","-0,50%"
"18.01.2021","121.242","120.351","122.586","120.351","7,22M","0,74%"
"15.01.2021","120.349","123.472","123.472","120.185","9,39M","-2,54%"
"14.01.2021","123.481","121.947","123.896","121.947","8,97M","1,27%"
"13.01.2021","121.933","123.996","124.032","121.016","10,29M","-1,67%"
"12.01.2021","123.998","123.255","124.584","123.227","8,95M","0,60%"
"11.01.2021","123.255","125.075","125.075","122.506","9,54M","-1,46%"
"08.01.2021","125.077","122.387","125.324","122.386","11,09M","2,20%"
"07.01.2021","122.386","119.103","122.697","119.101","11,77M","2,76%"
"06.01.2021","119.100","119.377","120.924","118.917","11,64M","-0,23%"
"05.01.2021","119.376","118.835","119.790","116.756","9,26M","0,44%"
"04.01.2021","118.855","119.024","120.354","118.062","8,74M","-0,14%"
"30.12.2020","119.017","119.410","120.150","118.919","8,24M","-0,33%"
"29.12.2020","119.409","119.130","119.861","118.750","6,77M","0,24%"
"28.12.2020","119.124","117.806","119.213","117.805","7,17M","1,12%"
"23.12.2020","117.807","116.636","118.311","116.636","6,48M","1,00%"
"22.12.2020","116.636","115.825","116.903","115.648","6,95M","0,70%"
"21.12.2020","115.823","118.021","118.021","114.730","10,35M","-1,86%"
"18.12.2020","118.024","118.395","119.370","117.638","8,64M","-0,32%"
"17.12.2020","118.401","117.864","119.027","117.856","7,70M","0,46%"
"16.12.2020","117.857","116.149","118.178","115.496","9,81M","1,47%"
"15.12.2020","116.149","114.613","116.390","114.613","8,20M","1,34%"
"14.12.2020","114.611","115.137","115.740","114.431","8,19M","-0,45%"
"11.12.2020","115.128","115.128","115.527","113.949","8,37M","0,00%"
"10.12.2020","115.129","113.002","115.262","112.732","11,80M","1,88%"
"09.12.2020","113.001","113.799","114.020","112.567","8,43M","-0,70%"
"08.12.2020","113.793","113.590","114.381","112.820","8,81M","0,18%"
"07.12.2020","113.590","113.751","114.531","112.629","9,63M","-0,14%"
"04.12.2020","113.750","112.294","113.864","112.294","8,89M","1,30%"
"03.12.2020","112.292","111.874","113.377","111.874","11,47M","0,37%"
"02.12.2020","111.879","111.402","112.315","110.579","9,81M","0,43%"
"01.12.2020","111.400","108.897","111.840","108.897","11,32M","2,30%"
"30.11.2020","108.893","110.598","110.934","108.829","19,30M","-1,52%"
"27.11.2020","110.575","110.229","111.603","110.161","8,79M","0,32%"
"26.11.2020","110.227","110.133","110.245","109.418","6,17M","0,09%"
"25.11.2020","110.133","109.786","110.596","109.315","8,56M","0,32%"
"24.11.2020","109.786","107.378","109.956","107.361","11,93M","2,24%"
"23.11.2020","107.379","106.050","107.495","106.050","9,69M","1,26%"
"20.11.2020","106.042","106.670","106.764","105.680","7,10M","-0,59%"
"19.11.2020","106.670","106.117","106.973","105.545","8,56M","0,52%"
"18.11.2020","106.119","107.246","107.467","106.043","10,34M","-1,05%"
"17.11.2020","107.249","106.430","107.810","105.847","10,31M","0,77%"
"16.11.2020","106.430","104.729","106.518","104.729","11,72M","1,63%"
"13.11.2020","104.723","102.509","104.726","102.509","9,77M","2,16%"
"12.11.2020","102.507","104.810","105.019","102.034","10,86M","-2,20%"
"11.11.2020","104.809","105.067","105.462","104.143","10,84M","-0,25%"
"10.11.2020","105.067","103.516","105.758","103.453","16,67M","1,50%"
"09.11.2020","103.515","100.954","105.147","100.954","17,41M","2,57%"
"06.11.2020","100.925","100.751","101.104","99.837","8,38M","0,17%"
"05.11.2020","100.751","97.873","100.922","97.872","10,46M","2,95%"
"04.11.2020","97.867","95.992","98.296","95.987","10,70M","1,97%"
"03.11.2020","95.980","93.968","96.350","93.968","10,19M","2,16%"
"30.10.2020","93.952","96.579","96.579","93.559","10,64M","-2,72%"
"29.10.2020","96.582","95.368","96.688","93.387","12,70M","1,27%"
"28.10.2020","95.369","99.598","99.598","95.369","11,05M","-4,25%"
"27.10.2020","99.606","101.017","101.660","99.414","8,67M","-1,40%"
"26.10.2020","101.017","101.260","101.784","99.762","8,07M","-0,24%"
"23.10.2020","101.260","101.918","102.218","101.188","7,56M","-0,65%"
"22.10.2020","101.918","100.553","102.020","100.457","9,56M","1,36%"
"21.10.2020","100.552","100.541","101.586","100.149","8,66M","0,01%"
"20.10.2020","100.540","98.664","100.722","98.664","8,80M","1,91%"
"19.10.2020","98.658","98.310","99.917","98.310","9,93M","0,35%"
"16.10.2020","98.309","99.054","99.172","98.309","7,84M","-0,75%"
"15.10.2020","99.054","99.328","99.486","97.778","8,34M","-0,28%"
"14.10.2020","99.334","98.502","99.571","98.501","8,90M","0,84%"
"13.10.2020","98.503","97.483","98.998","97.336","7,87M","1,05%"
"09.10.2020","97.483","97.924","98.642","97.161","10,81M","-0,45%"
"08.10.2020","97.920","95.530","97.938","95.530","11,16M","2,51%"
"07.10.2020","95.526","95.616","96.380","94.881","9,83M","-0,09%"
"06.10.2020","95.615","96.091","97.405","95.211","11,30M","-0,49%"
"05.10.2020","96.089","94.019","96.414","93.984","8,62M","2,21%"
"02.10.2020","94.016","95.475","95.996","93.897","8,58M","-1,53%"
"01.10.2020","95.479","94.604","95.486","93.599","9,24M","0,93%"
"30.09.2020","94.603","93.586","95.340","93.584","9,49M","1,09%"
"29.09.2020","93.580","94.665","95.505","93.408","8,74M","-1,15%"
"28.09.2020","94.666","97.005","98.314","94.371","10,51M","-2,41%"
"25.09.2020","96.999","97.011","97.012","95.632","7,35M","-0,01%"
"24.09.2020","97.012","95.735","97.955","95.653","9,33M","1,33%"
"23.09.2020","95.735","97.294","97.389","95.728","8,83M","-1,60%"
"22.09.2020","97.294","96.995","97.684","96.390","7,28M","0,31%"
"21.09.2020","96.991","98.283","98.283","95.820","9,74M","-1,32%"
"18.09.2020","98.290","100.098","100.102","98.045","11,37M","-1,81%"
"17.09.2020","100.098","99.674","100.251","98.562","7,86M","0,42%"
"16.09.2020","99.676","100.299","100.663","99.663","7,14M","-0,62%"
"15.09.2020","100.298","100.277","100.949","99.647","9,22M","0,02%"
"14.09.2020","100.275","98.367","100.520","98.367","8,18M","1,94%"
"11.09.2020","98.363","98.839","99.435","97.758","9,11M","-0,48%"
"10.09.2020","98.835","101.291","101.536","98.687","8,89M","-2,43%"
"09.09.2020","101.292","100.050","101.578","100.050","7,96M","1,24%"
"08.09.2020","100.050","101.239","101.239","99.373","8,48M","-1,18%"
"04.09.2020","101.242","100.733","101.582","98.961","11,33M","0,52%"
"03.09.2020","100.721","101.911","103.226","99.751","12,61M","-1,17%"
"02.09.2020","101.911","102.168","102.824","100.872","7,56M","-0,25%"
"01.09.2020","102.168","99.382","102.238","99.382","9,38M","2,82%"
"31.08.2020","99.369","102.142","102.142","99.369","12,23M","-2,72%"
"28.08.2020","102.143","100.631","102.347","100.631","7,67M","1,51%"
"27.08.2020","100.624","100.625","101.548","99.857","7,36M","0,00%"
"26.08.2020","100.627","102.119","102.521","99.359","9,86M","-1,46%"
"25.08.2020","102.118","102.293","102.708","101.623","8,19M","-0,18%"
"24.08.2020","102.298","101.525","102.515","101.525","7,72M","0,77%"
"21.08.2020","101.521","101.460","101.566","100.412","9,10M","0,05%"
"20.08.2020","101.468","100.853","101.749","99.131","9,40M","0,61%"
"19.08.2020","100.854","102.072","102.334","100.800","10,03M","-1,19%"
"18.08.2020","102.065","99.597","102.247","99.597","9,42M","2,48%"
"17.08.2020","99.595","101.348","101.689","98.513","10,82M","-1,73%"
"14.08.2020","101.353","100.469","101.717","100.445","8,58M","0,89%"
"13.08.2020","100.461","102.118","103.237","100.187","10,72M","-1,62%"
"12.08.2020","102.118","102.176","103.116","100.698","10,11M","-0,06%"
"11.08.2020","102.174","103.449","104.409","102.174","9,36M","-1,23%"
"10.08.2020","103.444","102.776","103.722","101.282","8,26M","0,65%"
"07.08.2020","102.776","104.116","104.126","101.957","10,34M","-1,30%"
"06.08.2020","104.126","102.795","104.523","102.795","9,69M","1,29%"
"05.08.2020","102.802","101.220","103.763","101.220","10,92M","1,57%"
